complex_id,complex_name,address,completion_year,total_listings,total_transactions,screenshot_path,crawl_method,crawled_at
108,정보없음,정보없음,정보없음,17,0,data/output/enhanced_screenshot_108_20250717_222730.png,enhanced_stealth,2025-07-17T22:27:31.036609
