complex_id,complex_name,address,completion_year,total_listings,total_transactions,screenshot_path,crawl_method,crawled_at
1563,정보없음,정보없음,정보없음,14,0,data/output/enhanced_screenshot_1563_20250718_010943.png,enhanced_stealth,2025-07-18T01:09:44.038088
