complex_id,complex_name,address,completion_year,total_listings,total_transactions,screenshot_path,crawl_method,crawled_at
1817,정보없음,정보없음,정보없음,20,0,data/output/enhanced_screenshot_1817_20250718_022845.png,enhanced_stealth,2025-07-18T02:28:46.051082
