complex_id,complex_name,address,completion_year,total_listings,total_transactions,screenshot_path,crawl_method,crawled_at
1462,정보없음,정보없음,정보없음,13,0,data/output/enhanced_screenshot_1462_20250718_002553.png,enhanced_stealth,2025-07-18T00:25:53.595769
