complex_id,complex_name,address,completion_year,total_listings,total_transactions,screenshot_path,crawl_method,crawled_at
2070,정보없음,정보없음,정보없음,13,0,data/output/enhanced_screenshot_2070_20250718_034737.png,enhanced_stealth,2025-07-18T03:47:37.461313
