complex_id,complex_name,address,completion_year,total_listings,total_transactions,screenshot_path,crawl_method,crawled_at
159,정보없음,정보없음,정보없음,17,0,data/output/enhanced_screenshot_159_20250718_011755.png,enhanced_stealth,2025-07-18T01:17:55.954556
