complex_id,complex_name,address,completion_year,total_listings,total_transactions,screenshot_path,crawl_method,crawled_at
9288,정보없음,정보없음,정보없음,48,0,data/output/enhanced_screenshot_9288_20250718_193141.png,enhanced_stealth,2025-07-18T19:31:41.703104
