complex_id,complex_name,address,completion_year,total_listings,total_transactions,screenshot_path,crawl_method,crawled_at
19,정보없음,정보없음,정보없음,34,0,data/output/enhanced_screenshot_19_20250718_025411.png,enhanced_stealth,2025-07-18T02:54:11.686713
