complex_id,complex_name,address,completion_year,total_listings,total_transactions,screenshot_path,crawl_method,crawled_at
1529,정보없음,정보없음,정보없음,10,0,data/output/enhanced_screenshot_1529_20250718_005918.png,enhanced_stealth,2025-07-18T00:59:18.914711
