complex_id,complex_name,address,completion_year,total_listings,total_transactions,screenshot_path,crawl_method,crawled_at
1953,정보없음,정보없음,정보없음,19,0,data/output/enhanced_screenshot_1953_20250718_031226.png,enhanced_stealth,2025-07-18T03:12:26.450753
