complex_id,complex_name,address,completion_year,total_listings,total_transactions,screenshot_path,crawl_method,crawled_at
1928,정보없음,정보없음,정보없음,14,0,data/output/enhanced_screenshot_1928_20250718_030347.png,enhanced_stealth,2025-07-18T03:03:47.771402
