complex_id,complex_name,address,completion_year,total_listings,total_transactions,screenshot_path,crawl_method,crawled_at
2592,정보없음,정보없음,정보없음,5,69,data/output/enhanced_screenshot_2592_20250717_141248.png,enhanced_stealth,2025-07-17T14:12:49.095008
